,Energy,dEnergy,Data,dData,EXFOR_Entry,Year,Author,Dataset_Number,MT,dData_assumed,endf7-1,endf7-1_chi_squared,endf7-1_relative_error,endf8,endf8_chi_squared,endf8_relative_error
1509203,859418.0,nan,1.3114,0.026365300000000005,12876002,1978,J.A.Harvey,12876002,1,0.026365300000000005,1.2983813568004001,0.006428338412932358,1.0026825424913377,1.2983814070748068,0.006428288764091015,1.0026786315835672
1512810,860000.0,nan,1.37,0.02,11163008,1968,C.T.Hibdon,11163008,1,0.02,1.299385678,0.24931912357598543,5.43443899648709,1.299385731381192,0.2493187466284589,5.434434665043463
1509204,860548.0,nan,1.26484,0.0261282,12876002,1978,J.A.Harvey,12876002,1,0.0261282,1.3003313275144,0.048209762966235914,-2.7294064799809226,1.3003313838208814,0.04820991593455065,-2.729410691957147
1512017,860761.0,1238.0,1.38897,0.037829,10050003,1970,J.W.Meadows,10050003,1,0.037829,1.3006988883658,0.2059739657177672,6.786437078077621,1.3006989458093008,0.20597369763772141,6.786432362007997
1510854,860770.0,6e-11,1.3102,0.032669,10251002,1971,C.A.Goulding,10251002,1,0.032669,1.300714419106,0.002754178116765663,0.7292593020164685,1.3007144765975438,0.002754144731046094,0.7292548497860043
1509205,861679.0,nan,1.27084,0.026324000000000004,12876002,1978,J.A.Harvey,12876002,1,0.026324000000000004,1.3022830238662,0.037557504552895596,-2.4144539466430572,1.3022830862100943,0.03755765348789778,-2.41445861833313
1512811,862000.0,nan,1.35,0.02,11163008,1968,C.T.Hibdon,11163008,1,0.02,1.3028369536,0.11121764728642826,3.620026763109472,1.3028370176574304,0.11121734517227687,3.620021668356583
1512018,862762.0,1237.0,1.44686,0.037704,10050003,1970,J.W.Meadows,10050003,1,0.037704,1.3041518896036,0.5401444083628026,10.942598905391039,1.3041519577286773,0.5401438926616177,10.942593110074712
1509206,862813.0,nan,1.3041,0.0262923,12876002,1978,J.A.Harvey,12876002,1,0.0262923,1.3042398971314,7.443703051438586e-07,-0.01072633429690673,1.3042399655287213,7.450983455321698e-07,-0.010731577962692508
1510855,863280.0,6e-11,1.2403,0.03155,10251002,1971,C.A.Goulding,10251002,1,0.03155,1.3050457699840001,0.1328689296615232,-4.961187681930417,1.305045840874223,0.1328692206183899,-4.961192844448367
1509207,863949.0,nan,1.3177,0.026355499999999997,12876002,1978,J.A.Harvey,12876002,1,0.026355499999999997,1.3062002216722,0.005017734499005585,0.880399355091067,1.3062002961336248,0.005017669519239923,0.8803936042898362
1512812,864000.0,nan,1.36,0.02,11163008,1968,C.T.Hibdon,11163008,1,0.02,1.3062882292,0.14424771612358725,4.111785561513817,1.3062883039336688,0.1442473147160975,4.111779605205643
1512019,864763.0,1236.0,1.31769,0.037723,10050003,1970,J.W.Meadows,10050003,1,0.037723,1.3076048908414,0.0026962178708183015,0.7712657874895702,1.3076049696480538,0.002696175733628711,0.7712597142132771
