,Energy,dEnergy,Data,dData,EXFOR_Entry,Year,Author,Dataset_Number,MT,dData_assumed,endf7-1,endf7-1_chi_squared,endf7-1_relative_error,endf8,endf8_chi_squared,endf8_relative_error
1506922,128679.0,nan,0.8144389999999999,0.0615506,12876002,1978,J.A.Harvey,12876002,1,0.0615506,0.9828275666748,0.46067315975463424,-17.133073225093696,0.9828275776748,0.46067321994167704,-17.13307415255668
1506923,128744.0,nan,0.9379860000000001,0.0610502,12876002,1978,J.A.Harvey,12876002,1,0.0610502,0.9828468678528,0.03296463344110866,-4.564380202055914,0.9828468788528,0.032964649607136215,-4.5643812701692115
1506924,128810.0,nan,0.9000980000000001,0.0608898,12876002,1978,J.A.Harvey,12876002,1,0.0608898,0.982866465972,0.1125084818698388,-8.421130320093539,0.982866476972,0.11250851177478802,-8.421131345021738
1506925,128875.0,nan,0.908175,0.0613817,12876002,1978,J.A.Harvey,12876002,1,0.0613817,0.98288576715,0.09093424796220245,-7.6011648196548025,0.98288577815,0.0909342747395156,-7.601165853739548
1506926,128941.0,nan,0.900768,0.06061009999999999,12876002,1978,J.A.Harvey,12876002,1,0.06061009999999999,0.9829053652692,0.11131060290885489,-8.35658936979188,0.9829053762692,0.11131063272273344,-8.356590395401813
1512385,129000.0,nan,1.04,0.02,11163007,1968,C.T.Hibdon,11163007,1,0.02,0.9829228848,0.1628898539777037,5.806876214059639,0.9829228958,0.1628897911928829,5.806875029963058
1511409,129000.0,1899.0,1.1832,0.05,10050003,1970,J.W.Meadows,10050003,1,0.05,0.9829228848,0.8022184574566816,20.37566916968785,0.9829228958,0.8022183693347531,20.375667822550277
1513142,129000.0,nan,1.02,nan,11002003,1954,C.T.Hibdon,11002003,1,0.08192481350342702,0.9829228848,0.016780172120825953,3.7721285945584904,0.9829228958,0.016780162164179366,3.7721274332329977
1506927,129006.0,nan,0.881874,0.060960299999999995,12876002,1978,J.A.Harvey,12876002,1,0.060960299999999995,0.9829246664472,0.16750634740024678,-10.280611515473462,0.9829246774472,0.1675063838684857,-10.28061251953135
1506928,129072.0,nan,0.854093,0.06117360000000001,12876002,1978,J.A.Harvey,12876002,1,0.06117360000000001,0.9829442645664,0.2714021797043238,-13.108705062055517,0.9829442755664001,0.27140222604339725,-13.108706034444564
1506929,129137.0,nan,0.964935,0.06079409999999999,12876002,1978,J.A.Harvey,12876002,1,0.06079409999999999,0.9829635657444,0.0053463935283219015,-1.834103152210629,0.9829635767444,0.005346400052451188,-1.83410425075069
1506930,129203.0,nan,0.8811820000000001,0.060803899999999994,12876002,1978,J.A.Harvey,12876002,1,0.060803899999999994,0.9829831638636,0.17044099085722306,-10.356348674729276,0.9829831748636,0.17044102769080988,-10.35634967787988
1506931,129269.0,nan,0.844676,0.0597757,12876002,1978,J.A.Harvey,12876002,1,0.0597757,0.9830027619828,0.32010153090045307,-14.071858933924378,0.9830027729828,0.3201015818105869,-14.07185989547767
1506932,129335.0,nan,1.0132,0.0607788,12876002,1978,J.A.Harvey,12876002,1,0.0607788,0.9830223601020001,0.014983677693757757,3.0698833640842875,0.9830223711020001,0.014983666770410175,3.0698822107344226
1506933,129400.0,nan,0.888054,0.061181200000000005,12876002,1978,J.A.Harvey,12876002,1,0.061181200000000005,0.98304166128,0.14747431883395576,-9.662628250802554,0.9830416722800001,0.14747435299034162,-9.66262926165603
1506934,129466.0,nan,0.8397729999999999,0.0609225,12876002,1978,J.A.Harvey,12876002,1,0.0609225,0.9830612593992,0.3370105508088548,-14.575720284895677,0.9830612703992,0.33701060255232945,-14.575721240753778
1506935,129532.0,nan,0.92445,0.0611829,12876002,1978,J.A.Harvey,12876002,1,0.0611829,0.9830808575184,0.05618526505515307,-5.963991371615396,0.9830808685184,0.0561852861374978,-5.963992423813776
1506936,129598.0,nan,0.92362,0.0608759,12876002,1978,J.A.Harvey,12876002,1,0.0608759,0.9831004556376001,0.05811699872784649,-6.050292754571393,0.9831004666376001,0.05811702022354754,-6.050293805783164
1506937,129664.0,nan,0.910937,0.06095699999999999,12876002,1978,J.A.Harvey,12876002,1,0.06095699999999999,0.9831200537568,0.08547653673338715,-7.342242026390028,0.9831200647568,0.08547656278498593,-7.342243063125394
1506938,129730.0,nan,0.8639150000000001,0.060881199999999996,12876002,1978,J.A.Harvey,12876002,1,0.060881199999999996,0.983139651876,0.23347959000403049,-12.126929439627295,0.9831396628760001,0.23347963308699315,-12.12693042280783
1506939,129797.0,nan,0.897799,0.0605847,12876002,1978,J.A.Harvey,12876002,1,0.0605847,0.9831595469364001,0.12026836764531898,-8.682268020728682,0.9831595579364001,0.1202683986421244,-8.68226904242963
1506940,129863.0,nan,0.866328,0.06187079999999999,12876002,1978,J.A.Harvey,12876002,1,0.06187079999999999,0.9831791450556,0.22068875949244032,-11.885030886104886,0.9831791560556,0.22068880104233654,-11.885031871952334
1506941,129929.0,nan,0.918164,0.0613353,12876002,1978,J.A.Harvey,12876002,1,0.0613353,0.9831987431748,0.06895731853944147,-6.614608046059893,0.9831987541748001,0.06895734186637512,-6.614609090853032
1506942,129995.0,nan,0.900561,0.0610757,12876002,1978,J.A.Harvey,12876002,1,0.0610757,0.983218341294,0.11186504730674891,-8.40681441979773,0.983218352294,0.11186507708064644,-8.406815444519289
1511410,130000.0,1899.0,1.0098,0.05,10050003,1970,J.W.Meadows,10050003,1,0.05,0.983219826,0.014130112997405532,2.7033805968025724,0.983219837,0.014130101302131368,2.703379447784676
1512410,130000.0,nan,0.96,0.02,11163008,1968,C.T.Hibdon,11163008,1,0.02,0.983219826,0.026958015973513928,-2.3616108408294094,0.983219837,0.026958041515328626,-2.361611933181539
1506943,130062.0,nan,0.9162459999999999,0.061379300000000005,12876002,1978,J.A.Harvey,12876002,1,0.061379300000000005,0.9832361434948,0.07311388897321922,-6.813230365666927,0.9832361545568,0.07311391311963429,-6.81323141407431
1506944,130128.0,nan,0.8481020000000001,0.061807299999999996,12876002,1978,J.A.Harvey,12876002,1,0.061807299999999996,0.9832535137312001,0.2955303283565975,-13.745337478463096,0.9832535248592,0.295530377022891,-13.745338454652714
1506945,130195.0,nan,0.945441,0.0612166,12876002,1978,J.A.Harvey,12876002,1,0.0612166,0.983271147153,0.02337797319056656,-3.8473769176015034,0.983271158348,0.02337798702696262,-3.8473780123438948
1506946,130261.0,nan,0.9368890000000001,0.0614883,12876002,1978,J.A.Harvey,12876002,1,0.0614883,0.9832885173894,0.03501341253489248,-4.718810051050856,0.9832885286504001,0.03501342953015921,-4.718811142247846
1506947,130328.0,nan,0.992869,0.06075239999999999,12876002,1978,J.A.Harvey,12876002,1,0.06075239999999999,0.9833061508112,0.0015052587981336232,0.9725200214511963,0.9833061621392001,0.0015052552319241453,0.9725188582156139
1506948,130394.0,nan,0.904899,0.06144689999999999,12876002,1978,J.A.Harvey,12876002,1,0.06144689999999999,0.9833235210476,0.1000930152952461,-7.9754546056265525,0.9833235324416,0.10009304437951413,-7.975455671936503
1506949,130461.0,nan,0.883,0.0610252,12876002,1978,J.A.Harvey,12876002,1,0.0610252,0.9833411544694,0.16498671500055684,-10.20410403991918,0.9833411659304,0.16498675269023394,-10.204105086504844
1506950,130528.0,nan,0.933198,0.0603211,12876002,1978,J.A.Harvey,12876002,1,0.0603211,0.9833587878912,0.041711849450125425,-5.10096503014624,0.9833587994192,0.041711868622641486,-5.1009661426558095
1506951,130594.0,nan,0.829648,0.059970100000000005,12876002,1978,J.A.Harvey,12876002,1,0.059970100000000005,0.9833761581276,0.3940688209841969,-15.632691199297174,0.9833761697216,0.394068880424629,-15.63269219398731
1506952,130661.0,nan,0.8745840000000001,0.0611659,12876002,1978,J.A.Harvey,12876002,1,0.0611659,0.9833937915494,0.1935648905194536,-11.064722238886931,0.9833938032104,0.19356493200763747,-11.064723293473888
1506953,130728.0,nan,0.9273109999999999,0.0595021,12876002,1978,J.A.Harvey,12876002,1,0.0595021,0.9834114249712,0.05289322027204516,-5.7046749251304565,0.9834114366992001,0.052893242387091643,-5.704676049680703
1506954,130795.0,nan,1.04142,0.061519399999999995,12876002,1978,J.A.Harvey,12876002,1,0.061519399999999995,0.983429058393,0.054664858702563525,5.89680985243224,0.9834290701880001,0.054664836465575135,5.896808582332627
1506955,130862.0,nan,0.901101,0.059537700000000006,12876002,1978,J.A.Harvey,12876002,1,0.059537700000000006,0.9834466918148,0.1138910801132395,-8.373172892863533,0.9834467036768,0.11389111292554706,-8.373173998035185
1506956,130929.0,nan,0.8481590000000001,0.059715,12876002,1978,J.A.Harvey,12876002,1,0.059715,0.9834643252366,0.30658178074825543,-13.758030847133004,0.9834643371656,0.3065818348069441,-13.758031893211047
1506957,130996.0,nan,0.8925829999999999,0.060793099999999996,12876002,1978,J.A.Harvey,12876002,1,0.060793099999999996,0.9834819586584,0.13591379095952566,-9.242564935547815,0.9834819706544,0.1359138268328066,-9.242566042559657
1512411,131000.0,nan,0.97,0.02,11163008,1968,C.T.Hibdon,11163008,1,0.02,0.9834830114,0.009089579820626604,-1.3709450233214344,0.9834830234,0.009089596000247474,-1.3709462267470462
1511411,131000.0,1899.0,0.9078000000000002,0.05,10050003,1970,J.W.Meadows,10050003,1,0.05,0.9834830114,0.11455836429145025,-7.695406074403278,0.9834830234,0.11455840061929859,-7.695407200660774
1506958,131063.0,nan,0.923878,0.0601267,12876002,1978,J.A.Harvey,12876002,1,0.0601267,0.9834995920802,0.05912072743353235,-6.062187779264288,0.9834996041432,0.05912075135685894,-6.0621889314476025
1506959,131130.0,nan,1.00246,0.0592611,12876002,1978,J.A.Harvey,12876002,1,0.0592611,0.983517225502,0.006055046323508572,1.9260236635236583,0.983517237632,0.006055038568816838,1.9260224064407927
1506960,131197.0,nan,0.8511710000000001,0.0596303,12876002,1978,J.A.Harvey,12876002,1,0.0596303,0.9835348589238,0.29381356708249995,-13.457973321721875,0.9835348711208001,0.2938136212308799,-13.457974394945749
1506961,131265.0,nan,0.973489,0.0592535,12876002,1978,J.A.Harvey,12876002,1,0.0592535,0.983552755531,0.0017092522026164098,-1.0232044467779162,0.983552767796,0.0017092563688525634,-1.023205681028318
1506962,131332.0,nan,1.03023,0.0602564,12876002,1978,J.A.Harvey,12876002,1,0.0602564,0.9835703889528,0.03613092224354565,4.7439015622337,0.9835704012848,0.03613090314495209,4.743900248955271
1506963,131399.0,nan,0.8570840000000001,0.059573,12876002,1978,J.A.Harvey,12876002,1,0.059573,0.9835880223746,0.2686328987452919,-12.861484635527699,0.9835880347736,0.2686329514041627,-12.861485733986013
1506964,131467.0,nan,0.842845,0.058635,12876002,1978,J.A.Harvey,12876002,1,0.058635,0.9836059189818,0.33791483435833364,-14.310702717965714,0.9836059314488,0.33791489421563564,-14.310703804059683
1506965,131534.0,nan,0.856044,0.0593391,12876002,1978,J.A.Harvey,12876002,1,0.0593391,0.9836235524036,0.27429708558948335,-12.970363722162235,0.9836235649376001,0.2742971394858921,-12.970364831153017
1506966,131602.0,nan,0.8287700000000001,0.059602699999999995,12876002,1978,J.A.Harvey,12876002,1,0.059602699999999995,0.9836414490108,0.40241743610112934,-15.744705468292993,0.9836414616128,0.4024175015911182,-15.744706547736328
1506967,131669.0,nan,0.904341,0.059523200000000005,12876002,1978,J.A.Harvey,12876002,1,0.059523200000000005,0.9836590824326,0.10569590009920067,-8.063574448623557,0.9836590951016,0.10569593386354342,-8.06357563271526
1506968,131737.0,nan,0.8626660000000002,0.059602,12876002,1978,J.A.Harvey,12876002,1,0.059602,0.9836769790398,0.24569069910692387,-12.301902109971376,0.9836769917768,0.24569075082723268,-12.30190324551758
1506969,131805.0,nan,0.8832000000000001,0.059880699999999995,12876002,1978,J.A.Harvey,12876002,1,0.059880699999999995,0.983694875647,0.16865567756064928,-10.21606172146642,0.983694888452,0.16865572054067357,-10.216062890206189
1506970,131873.0,nan,0.846497,0.0591469,12876002,1978,J.A.Harvey,12876002,1,0.0591469,0.9837127722542,0.3183289091282291,-13.948763920160035,0.9837127851272,0.3183289688567599,-13.948765046238275
1506971,131940.0,nan,0.900777,0.05991339999999999,12876002,1978,J.A.Harvey,12876002,1,0.05991339999999999,0.983730405676,0.11485356386462833,-8.432534482757603,0.983730418616,0.11485359969691793,-8.43253568723698
1512412,132000.0,nan,0.9800000000000001,0.02,11163008,1968,C.T.Hibdon,11163008,1,0.02,0.9837461968,0.0007016995232164666,-0.38080927907886974,0.9837462098,0.0007017043932807853,-0.3808105955256058
1512386,132000.0,nan,1.04,0.02,11163007,1968,C.T.Hibdon,11163007,1,0.02,0.9837461968,0.15822451872321686,5.7183248466918055,0.9837462098,0.15822444559328072,5.718323449646289
1506972,132008.0,nan,0.9340019999999999,0.0600625,12876002,1978,J.A.Harvey,12876002,1,0.0600625,0.9837483022832,0.041201991106789085,-5.0568120084927175,0.9837483152912,0.041202012654343215,-5.0568132639164585
1506973,132076.0,nan,0.944316,0.05932309999999999,12876002,1978,J.A.Harvey,12876002,1,0.05932309999999999,0.9837661988904,0.02623460662865074,-4.010119369307077,0.9837662119664,0.026234624019882438,-4.010120645183062
1511412,132100.0,1800.0,0.9486000000000001,0.05,10050003,1970,J.W.Meadows,10050003,1,0.05,0.98377251534,0.02474211670685053,-3.575269159440174,0.98377252844,0.024742135137251965,-3.57527044344022
1506974,132144.0,nan,0.8977549999999999,0.0585889,12876002,1978,J.A.Harvey,12876002,1,0.0585889,0.9837840954976,0.12632094598354318,-8.744712980350275,0.9837841086416,0.1263209845835687,-8.744714199580676
1506975,132212.0,nan,0.974928,0.0588932,12876002,1978,J.A.Harvey,12876002,1,0.0588932,0.9838019921048,0.0013371278157079717,-0.9020099751795068,0.9838020053168,0.0013371317972634118,-0.9020113060190771
1506976,132280.0,nan,0.8617670000000001,0.05981380000000001,12876002,1978,J.A.Harvey,12876002,1,0.05981380000000001,0.983819888712,0.24905469378210107,-12.406019649774457,0.983819901992,0.24905474797904054,-12.406020832153526
1506977,132348.0,nan,0.989374,0.0600243,12876002,1978,J.A.Harvey,12876002,1,0.0600243,0.9838377853192,0.0005106210816603537,0.5627162082419737,0.9838377986672,0.0005106186194140739,0.5627148438797367
1506978,132416.0,nan,0.925887,0.059742199999999995,12876002,1978,J.A.Harvey,12876002,1,0.059742199999999995,0.9838556819263999,0.05624781284057376,-5.891990359083624,0.9838556953424,0.056247838876037196,-5.8919916423542
1506979,132485.0,nan,1.01098,0.0589437,12876002,1978,J.A.Harvey,12876002,1,0.0589437,0.9838738417189999,0.012465179769078417,2.7550441054150645,0.983873855204,0.012465167366516186,2.7550426970518247
1506980,132553.0,nan,1.0089,0.05952880000000001,12876002,1978,J.A.Harvey,12876002,1,0.05952880000000001,0.9838917383262,0.01050606012459932,2.5417696581479605,0.9838917518792,0.010506048737274957,2.541768245646437
1506981,132621.0,nan,1.03433,0.059399,12876002,1978,J.A.Harvey,12876002,1,0.059399,0.9839096349334,0.04279892276720508,5.124491444787293,0.9839096485544,0.04279889964305486,5.12448998947003
1506982,132690.0,nan,0.8634809999999999,0.05842780000000001,12876002,1978,J.A.Harvey,12876002,1,0.05842780000000001,0.983927794726,0.2482967073853062,-12.241426187126015,0.983927808416,0.2482967638281884,-12.241427408165675
1506983,132758.0,nan,1.02629,0.0590921,12876002,1978,J.A.Harvey,12876002,1,0.0590921,0.9839456913332,0.03034315037829471,4.303520919881809,0.9839457050911999,0.030343130660840014,4.303519461460039
1506984,132826.0,nan,0.8756350000000002,0.0577379,12876002,1978,J.A.Harvey,12876002,1,0.0577379,0.9839635879404,0.2032474850169634,-11.009410233070678,0.9839636017664,0.2032475368980035,-11.009411483507069
1506985,132895.0,nan,0.865769,0.0584686,12876002,1978,J.A.Harvey,12876002,1,0.0584686,0.983981747733,0.2390044182105589,-12.0137134662661,0.983981761628,0.23900447439682743,-12.013714708737764
1506986,132964.0,nan,0.9448740000000001,0.05871810000000001,12876002,1978,J.A.Harvey,12876002,1,0.05871810000000001,0.9839999075256,0.026070949838325683,-3.976210488066733,0.9839999214896,0.026070968447724586,-3.9762118507459094
1512413,133000.0,nan,0.95,0.02,11163008,1968,C.T.Hibdon,11163008,1,0.02,0.9840093822,0.05783190388128401,-3.4562050743828823,0.9840093961999999,0.05783195149442867,-3.456206447960338
1506987,133032.0,nan,0.9402860000000001,0.057775299999999995,12876002,1978,J.A.Harvey,12876002,1,0.057775299999999995,0.9840178041327999,0.03310187385802535,-4.444208626015669,0.9840178181647999,0.0331018951004862,-4.444209988632118
1511413,133100.0,1800.0,1.0608,0.05,10050003,1970,J.W.Meadows,10050003,1,0.05,0.98403570074,0.11785515281757657,7.800966896045823,0.98403571484,0.11785510952251592,7.800965351392916
1506988,133101.0,nan,0.8513590000000001,0.058219099999999996,12876002,1978,J.A.Harvey,12876002,1,0.058219099999999996,0.9840359639253999,0.3023608533361363,-13.482938509293968,0.9840359780264,0.30236091760638345,-13.48293974906275
1506989,133170.0,nan,0.888852,0.05853549999999999,12876002,1978,J.A.Harvey,12876002,1,0.05853549999999999,0.9840541237179999,0.15483671208783342,-9.674480439988685,0.984054137888,0.1548367581800065,-9.674481740641331
1506990,133238.0,nan,0.974229,0.0585972,12876002,1978,J.A.Harvey,12876002,1,0.0585972,0.9840720203252,0.0016534074857211705,-1.0002337351230912,0.9840720345632,0.001653412269056373,-1.0002351674965584
1506991,133307.0,nan,0.949756,0.0576912,12876002,1978,J.A.Harvey,12876002,1,0.0576912,0.9840901801178,0.0204335483463948,-3.488926199191422,0.9840901944248,0.02043356537565453,-3.4889276022985083
1506992,133376.0,nan,1.00944,0.058275900000000005,12876002,1978,J.A.Harvey,12876002,1,0.058275900000000005,0.9841083399104,0.011011292882564258,2.574072290852268,0.9841083542864,0.011011280384504484,2.574070792435096
1506993,133445.0,nan,0.868657,0.05844119999999999,12876002,1978,J.A.Harvey,12876002,1,0.05844119999999999,0.9841264997029999,0.22814735771443942,-11.733196874370066,0.984126514148,0.22814741479598594,-11.733198169949404
1506994,133514.0,nan,0.923682,0.0582566,12876002,1978,J.A.Harvey,12876002,1,0.0582566,0.9841446594955999,0.06275225799790685,-6.143676024883235,0.9841446740095999,0.06275228812514205,-6.143677409060504
1506995,133583.0,nan,0.906855,0.0578899,12876002,1978,J.A.Harvey,12876002,1,0.0578899,0.9841628192881999,0.10323906109868876,-7.855185927884695,0.9841628338712,0.10323910004779861,-7.855187293256136
1506996,133652.0,nan,0.862387,0.0585061,12876002,1978,J.A.Harvey,12876002,1,0.0585061,0.9841809790807999,0.25354233730045805,-12.375160836226728,0.9841809937328,0.2535423983035157,-12.375162140742011
1506997,133721.0,nan,0.9775370000000001,0.05782690000000001,12876002,1978,J.A.Harvey,12876002,1,0.05782690000000001,0.9841991388733999,0.0007675336974395176,-0.67690964259793,0.9841991535944,0.0007675370894060687,-0.6769111282070329
1506998,133791.0,nan,0.990964,0.0581449,12876002,1978,J.A.Harvey,12876002,1,0.0581449,0.9842175618514,0.0007827759217555663,0.6854620777045821,0.9842175766424,0.0007827724894181767,0.6854605645852242
1506999,133860.0,nan,0.985188,0.05857679999999999,12876002,1978,J.A.Harvey,12876002,1,0.05857679999999999,0.984235721644,1.5481113125094327e-05,0.09675307805424495,0.984235736504,1.54806299731991e-05,0.09675156679256607
1507000,133929.0,nan,0.9026080000000001,0.0586221,12876002,1978,J.A.Harvey,12876002,1,0.0586221,0.9842538814366,0.11371223404755762,-8.295205431898422,0.9842538963656,0.1137122756322664,-8.295206822861553
1507001,133999.0,nan,0.91698,0.0588395,12876002,1978,J.A.Harvey,12876002,1,0.0588395,0.9842723044146,0.07695942748370045,-6.8367568723395475,0.9842723194135999,0.07695946179117696,-6.836758292023358
1512414,134000.0,nan,0.96,0.02,11163008,1968,C.T.Hibdon,11163008,1,0.02,0.9842725675999999,0.029457876894828393,-2.4660412571677126,0.9842725826,0.029457913303691092,-2.466042743554115
1512387,134000.0,nan,1.04,0.02,11163007,1968,C.T.Hibdon,11163007,1,0.02,0.9842725675999999,0.15527733609482908,5.66178863806832,0.9842725826,0.15527725250369162,5.661787027816383
1507002,134068.0,nan,0.9293340000000001,0.0585244,12876002,1978,J.A.Harvey,12876002,1,0.0585244,0.9842904642072,0.05160604736071185,-5.583358389178826,0.9842904792752,0.0516060756594766,-5.583359834554943
1511414,134100.0,1800.0,1.02,0.05,10050003,1970,J.W.Meadows,10050003,1,0.05,0.9842988861399999,0.025491390616893792,3.6270602723126717,0.98429890124,0.025491369053425538,3.627058682583565
1507003,134138.0,nan,0.8315149999999999,0.0585106,12876002,1978,J.A.Harvey,12876002,1,0.0585106,0.9843088871851999,0.39900414559351016,-15.522961254788664,0.9843089023232,0.3990042246559019,-15.522962553987945
1507004,134207.0,nan,0.89476,0.0585402,12876002,1978,J.A.Harvey,12876002,1,0.0585402,0.9843270469777999,0.13703840957706706,-9.099317879438498,0.9843270621847999,0.13703845611077203,-9.099319283775253
1507005,134277.0,nan,0.9688169999999999,0.058814000000000005,12876002,1978,J.A.Harvey,12876002,1,0.058814000000000005,0.9843454699558,0.004099931634783971,-1.577542684937364,0.9843454852328,0.004099939701861612,-1.5775442124497088
1507006,134346.0,nan,0.961114,0.058706999999999995,12876002,1978,J.A.Harvey,12876002,1,0.058706999999999995,0.9843636297484,0.009207509895543697,-2.361894430652875,0.9843636450944,0.0092075220504464,-2.3618959528082066
1507007,134416.0,nan,0.9013180000000001,0.0582095,12876002,1978,J.A.Harvey,12876002,1,0.0582095,0.9843820527264,0.11853111356967763,-8.43819251847807,0.9843820681423999,0.11853115756646677,-8.438193952389621
1507008,134486.0,nan,0.902469,0.058752099999999995,12876002,1978,J.A.Harvey,12876002,1,0.058752099999999995,0.9844004757043999,0.11425577487614368,-8.322982132426631,0.9844004911904,0.11425581806748343,-8.32298357463467
1507009,134556.0,nan,0.927865,0.05893930000000001,12876002,1978,J.A.Harvey,12876002,1,0.05893930000000001,0.9844188986824,0.0542650397303523,-5.744901764695368,0.9844189142384,0.054265069583186366,-5.744903254134764
1507010,134626.0,nan,0.995861,0.0585402,12876002,1978,J.A.Harvey,12876002,1,0.0585402,0.9844373216604,0.0022292446354239717,1.1604271890395494,0.9844373372863999,0.0022292385368361655,1.1604255833174082
1507011,134696.0,nan,1.0573,0.058103999999999996,12876002,1978,J.A.Harvey,12876002,1,0.058103999999999996,0.9844557446383999,0.09132392845907322,7.399444389280942,0.9844557603344,0.09132388910332101,7.399442676921939
1507012,134766.0,nan,0.9594720000000001,0.0586599,12876002,1978,J.A.Harvey,12876002,1,0.0586599,0.9844741676163999,0.01065648570008733,-2.5396468936239196,0.9844741833824,0.010656499139738623,-2.539648454416431
1507013,134836.0,nan,0.9167950000000001,0.0575485,12876002,1978,J.A.Harvey,12876002,1,0.0575485,0.9844925905944,0.0796365460835117,-6.876394118266198,0.9844926064303999,0.07963658334110024,-6.876395616200676
1507014,134906.0,nan,0.910619,0.058465800000000005,12876002,1978,J.A.Harvey,12876002,1,0.058465800000000005,0.9845110135724,0.09338843682603767,-7.505453220302254,0.9845110294784,0.09338847703164475,-7.505454714666677
1507015,134976.0,nan,0.911092,0.05826060000000001,12876002,1978,J.A.Harvey,12876002,1,0.05826060000000001,0.9845294365503999,0.09256782606245065,-7.459140765532663,0.9845294525263999,0.09256786633792366,-7.459142267196997
1513143,135000.0,nan,0.9399999999999998,nan,11002003,1954,C.T.Hibdon,11002003,1,0.07549933793453077,0.984535753,0.02627087004387977,-4.52352825829781,0.984535769,0.026270888920129416,-4.523529809915938
1512415,135000.0,nan,0.95,0.02,11163008,1968,C.T.Hibdon,11163008,1,0.02,0.984535753,0.05963591176385046,-3.507821112109476,0.984535769,0.059635967021068034,-3.50782268023418
1507016,135046.0,nan,0.858579,0.0583029,12876002,1978,J.A.Harvey,12876002,1,0.0583029,0.9845479600015999,0.2721679176144702,-12.794598650267403,0.9845479758543999,0.27216798611743825,-12.794600054414095
1511415,135100.0,1800.0,0.9792,0.05,10050003,1970,J.W.Meadows,10050003,1,0.05,0.98456228996,0.0005750830723023336,-0.5446369432062895,0.9845623056399999,0.0005750864355355062,-0.5446385271183287
1507017,135116.0,nan,0.9236509999999999,0.0574488,12876002,1978,J.A.Harvey,12876002,1,0.0574488,0.9845665358736,0.06459147120162408,-6.187041063664642,0.9845665515023999,0.06459150434546151,-6.187042552831589
1507018,135187.0,nan,0.838716,0.05774049999999999,12876002,1978,J.A.Harvey,12876002,1,0.05774049999999999,0.9845853771152,0.36850867553929095,-14.815310130096798,0.9845853925168,0.3685087533571802,-14.815311462617602
1507019,135257.0,nan,0.8029910000000001,0.0575782,12876002,1978,J.A.Harvey,12876002,1,0.0575782,0.9846039529871999,0.5728429282737364,-18.44527969202261,0.9846039681648,0.5728430240200043,-18.445280949182816
1507020,135327.0,nan,0.839837,0.057244500000000004,12876002,1978,J.A.Harvey,12876002,1,0.057244500000000004,0.9846225288592,0.3661984883619954,-14.70467357952402,0.9846225438127999,0.36619856400472034,-14.704674874916037
1507021,135398.0,nan,0.9859410000000001,0.058118300000000005,12876002,1978,J.A.Harvey,12876002,1,0.058118300000000005,0.9846413701008,2.9062066077204415e-05,0.1319901782175805,0.9846413848272,2.9061407463263574e-05,0.13198868063301647
1507022,135468.0,nan,0.89299,0.0580884,12876002,1978,J.A.Harvey,12876002,1,0.0580884,0.9846599459727999,0.14466535478092127,-9.309807548049918,0.9846599604752,0.14466540055372049,-9.309808883765298
1507023,135539.0,nan,0.913,0.0576836,12876002,1978,J.A.Harvey,12876002,1,0.0576836,0.9846787872143999,0.08906948485405244,-7.279408081611578,0.9846788014896,0.08906952033135021,-7.279409425811326
1507024,135610.0,nan,1.02147,0.05822669999999999,12876002,1978,J.A.Harvey,12876002,1,0.05822669999999999,0.984697628456,0.02322314864091546,3.734382056109855,0.9846976425039999,0.02322313089722824,3.7343805762031965
1507025,135680.0,nan,0.95314,0.05818829999999999,12876002,1978,J.A.Harvey,12876002,1,0.05818829999999999,0.984716204328,0.017135002737038323,-3.2066299091268196,0.984716218152,0.017135017740382376,-3.2066312679665727
1507026,135751.0,nan,0.918844,0.058329399999999997,12876002,1978,J.A.Harvey,12876002,1,0.058329399999999997,0.9847350455696,0.07443295981537794,-6.691246124127397,0.9847350591663999,0.0744329905342763,-6.691247412494704
1507027,135822.0,nan,0.8564079999999998,0.057153600000000006,12876002,1978,J.A.Harvey,12876002,1,0.057153600000000006,0.9847538868112,0.28821748168712746,-13.033295783863919,0.9847539001808,0.28821754173350267,-13.033296964575205
1507028,135893.0,nan,0.9561379999999999,0.0580513,12876002,1978,J.A.Harvey,12876002,1,0.0580513,0.9847727280527999,0.014124535551448639,-2.9077499038199095,0.9847727411952,0.014124548516847793,-2.907751199575914
1507029,135964.0,nan,0.969377,0.05845129999999999,12876002,1978,J.A.Harvey,12876002,1,0.05845129999999999,0.9847915692943999,0.004065075482185267,-1.5652621097725656,0.9847915822096,0.004065082294089505,-1.5652634007100104
1512416,136000.0,nan,0.97,0.02,11163008,1968,C.T.Hibdon,11163008,1,0.02,0.9848011226,0.01095366151101153,-1.5029554963263194,0.9848011353999999,0.010953680456456573,-1.5029567765463752
1512388,136000.0,nan,0.99,0.02,11163007,1968,C.T.Hibdon,11163007,1,0.02,0.9848011226,0.0013514163110115503,0.527911400656645,0.9848011353999999,0.0013514096564566968,0.5279100940402993
1507030,136035.0,nan,0.8667390000000001,0.057552700000000005,12876002,1978,J.A.Harvey,12876002,1,0.057552700000000005,0.9848104105359999,0.24222769715340203,-11.989252882870867,0.9848104232239999,0.24222774921317108,-11.989254016774744
1511416,136100.0,1800.0,0.9179999999999999,0.05,10050003,1970,J.W.Meadows,10050003,1,0.05,0.98482765956,0.08931872164534527,-6.785721228611432,0.98482767204,0.08931875500571612,-6.785722409847737
